,28y climatology,date2,month2,latlon,mdll
5394,12.687178,03,04,37.25|269.75,04|03|37.25|269.75
5395,12.993765,03,04,37.25|271.75,04|03|37.25|271.75
5396,12.789016,03,04,37.25|273.75,04|03|37.25|273.75
5397,12.369194,03,04,37.25|275.75,04|03|37.25|275.75
5398,11.426165,03,04,37.25|277.75,04|03|37.25|277.75
5399,10.304396,03,04,37.25|279.75,04|03|37.25|279.75
5400,14.071562,03,04,37.25|281.75,04|03|37.25|281.75
5401,13.314706,03,04,39.25|237.75,04|03|39.25|237.75
5402,3.7178702,03,04,39.25|239.75,04|03|39.25|239.75
5403,8.138535,03,04,39.25|241.75,04|03|39.25|241.75
5404,4.308278,03,04,39.25|243.75,04|03|39.25|243.75
5405,4.7253146,03,04,39.25|245.75,04|03|39.25|245.75
5406,6.147709,03,04,39.25|247.75,04|03|39.25|247.75
5407,8.224832,03,04,39.25|249.75,04|03|39.25|249.75
5408,5.7090564,03,04,39.25|251.75,04|03|39.25|251.75
5409,-2.5966928,03,04,39.25|253.75,04|03|39.25|253.75
5410,5.0618978,03,04,39.25|255.75,04|03|39.25|255.75
5411,6.7111044,03,04,39.25|257.75,04|03|39.25|257.75
5412,7.805072,03,04,39.25|259.75,04|03|39.25|259.75
5413,9.444305,03,04,39.25|261.75,04|03|39.25|261.75
5414,10.176394,03,04,39.25|263.75,04|03|39.25|263.75
5415,10.694051,03,04,39.25|265.75,04|03|39.25|265.75
5416,10.771097,03,04,39.25|267.75,04|03|39.25|267.75
5417,11.622424,03,04,39.25|269.75,04|03|39.25|269.75
5418,10.777284,03,04,39.25|271.75,04|03|39.25|271.75
5419,10.736779,03,04,39.25|273.75,04|03|39.25|273.75
5420,10.735443,03,04,39.25|275.75,04|03|39.25|275.75
5421,10.275776,03,04,39.25|277.75,04|03|39.25|277.75
5422,9.931243,03,04,39.25|279.75,04|03|39.25|279.75
5423,10.86684,03,04,39.25|281.75,04|03|39.25|281.75
5424,10.52123,03,04,39.25|283.75,04|03|39.25|283.75
5425,5.880386,03,04,41.25|237.75,04|03|41.25|237.75
5426,4.837109,03,04,41.25|239.75,04|03|41.25|239.75
5427,6.5124035,03,04,41.25|241.75,04|03|41.25|241.75
5428,3.506991,03,04,41.25|243.75,04|03|41.25|243.75
5429,5.2255535,03,04,41.25|245.75,04|03|41.25|245.75
5430,8.156161,03,04,41.25|247.75,04|03|41.25|247.75
5431,2.2266772,03,04,41.25|249.75,04|03|41.25|249.75
5432,3.5119383,03,04,41.25|251.75,04|03|41.25|251.75
5433,-1.2511202,03,04,41.25|253.75,04|03|41.25|253.75
5434,4.4406824,03,04,41.25|255.75,04|03|41.25|255.75
5435,6.1226306,03,04,41.25|257.75,04|03|41.25|257.75
5436,5.957302,03,04,41.25|259.75,04|03|41.25|259.75
5437,6.8025823,03,04,41.25|261.75,04|03|41.25|261.75
5438,7.8779593,03,04,41.25|263.75,04|03|41.25|263.75
5439,7.91323,03,04,41.25|265.75,04|03|41.25|265.75
5440,8.739182,03,04,41.25|267.75,04|03|41.25|267.75
5441,8.952611,03,04,41.25|269.75,04|03|41.25|269.75
5442,8.887755,03,04,41.25|271.75,04|03|41.25|271.75
5443,8.140217,03,04,41.25|273.75,04|03|41.25|273.75
5444,7.7592683,03,04,41.25|275.75,04|03|41.25|275.75
5445,7.3708973,03,04,41.25|277.75,04|03|41.25|277.75
5446,7.1735773,03,04,41.25|279.75,04|03|41.25|279.75
5447,6.8015647,03,04,41.25|281.75,04|03|41.25|281.75
5448,7.1861944,03,04,41.25|283.75,04|03|41.25|283.75
5449,7.432501,03,04,41.25|285.75,04|03|41.25|285.75
5450,6.5511966,03,04,41.25|287.75,04|03|41.25|287.75
5451,2.4930089,03,04,43.25|237.75,04|03|43.25|237.75
5452,4.1666117,03,04,43.25|239.75,04|03|43.25|239.75
5453,4.45182,03,04,43.25|241.75,04|03|43.25|241.75
5454,8.513102,03,04,43.25|243.75,04|03|43.25|243.75
5455,4.6602025,03,04,43.25|245.75,04|03|43.25|245.75
5456,4.802952,03,04,43.25|247.75,04|03|43.25|247.75
5457,-1.484576,03,04,43.25|249.75,04|03|43.25|249.75
5458,5.3547535,03,04,43.25|251.75,04|03|43.25|251.75
5459,3.9748724,03,04,43.25|253.75,04|03|43.25|253.75
5460,4.9305196,03,04,43.25|255.75,04|03|43.25|255.75
5461,5.172709,03,04,43.25|257.75,04|03|43.25|257.75
5462,5.4573946,03,04,43.25|259.75,04|03|43.25|259.75
5463,6.1451764,03,04,43.25|261.75,04|03|43.25|261.75
5464,5.493131,03,04,43.25|263.75,04|03|43.25|263.75
5465,5.1952715,03,04,43.25|265.75,04|03|43.25|265.75
5466,5.2196307,03,04,43.25|267.75,04|03|43.25|267.75
5467,5.9587564,03,04,43.25|269.75,04|03|43.25|269.75
5468,5.8654466,03,04,43.25|271.75,04|03|43.25|271.75
5469,5.86254,03,04,43.25|273.75,04|03|43.25|273.75
5470,5.248511,03,04,43.25|275.75,04|03|43.25|275.75
5471,5.1740713,03,04,43.25|281.75,04|03|43.25|281.75
5472,5.3934064,03,04,43.25|283.75,04|03|43.25|283.75
5473,2.7771308,03,04,43.25|285.75,04|03|43.25|285.75
5474,3.961372,03,04,43.25|287.75,04|03|43.25|287.75
5475,7.83318,03,04,45.25|237.75,04|03|45.25|237.75
5476,6.769496,03,04,45.25|239.75,04|03|45.25|239.75
5477,2.7864864,03,04,45.25|241.75,04|03|45.25|241.75
5478,2.350331,03,04,45.25|243.75,04|03|45.25|243.75
5479,4.617024,03,04,45.25|245.75,04|03|45.25|245.75
5480,2.4688609,03,04,45.25|247.75,04|03|45.25|247.75
5481,-0.6685918,03,04,45.25|249.75,04|03|45.25|249.75
5482,4.742043,03,04,45.25|251.75,04|03|45.25|251.75
5483,4.556433,03,04,45.25|253.75,04|03|45.25|253.75
5484,3.8528206,03,04,45.25|255.75,04|03|45.25|255.75
5485,3.4335341,03,04,45.25|257.75,04|03|45.25|257.75
5486,4.048542,03,04,45.25|259.75,04|03|45.25|259.75
5487,3.1503453,03,04,45.25|261.75,04|03|45.25|261.75
5488,2.7021077,03,04,45.25|263.75,04|03|45.25|263.75
5489,3.4871619,03,04,45.25|265.75,04|03|45.25|265.75
5490,3.9347107,03,04,45.25|267.75,04|03|45.25|267.75
5491,2.0241916,03,04,45.25|269.75,04|03|45.25|269.75
5492,2.182334,03,04,45.25|271.75,04|03|45.25|271.75
5493,1.8713382,03,04,45.25|273.75,04|03|45.25|273.75
5494,2.0591857,03,04,45.25|275.75,04|03|45.25|275.75
5495,0.55838186,03,04,45.25|289.75,04|03|45.25|289.75
5496,2.3384826,03,04,45.25|291.75,04|03|45.25|291.75
5497,8.048844,03,04,47.25|237.75,04|03|47.25|237.75
5498,6.1210465,03,04,47.25|239.75,04|03|47.25|239.75
5499,6.7399187,03,04,47.25|241.75,04|03|47.25|241.75
5500,3.7881665,03,04,47.25|243.75,04|03|47.25|243.75
5501,4.8776984,03,04,47.25|245.75,04|03|47.25|245.75
5502,3.6381412,03,04,47.25|247.75,04|03|47.25|247.75
5503,2.642529,03,04,47.25|249.75,04|03|47.25|249.75
5504,4.4895782,03,04,47.25|251.75,04|03|47.25|251.75
5505,4.4894013,03,04,47.25|253.75,04|03|47.25|253.75
5506,2.8073845,03,04,47.25|255.75,04|03|47.25|255.75
5507,1.7678119,03,04,47.25|257.75,04|03|47.25|257.75
5508,1.0275905,03,04,47.25|259.75,04|03|47.25|259.75
5509,0.9769566,03,04,47.25|261.75,04|03|47.25|261.75
5510,1.8747737,03,04,47.25|263.75,04|03|47.25|263.75
5511,0.8221525,03,04,47.25|265.75,04|03|47.25|265.75
5512,0.28163517,03,04,47.25|267.75,04|03|47.25|267.75
5513,0.43607756,03,04,47.25|269.75,04|03|47.25|269.75
5514,0.34720504,03,04,47.25|271.75,04|03|47.25|271.75
5515,0.3390436,03,04,47.25|273.75,04|03|47.25|273.75
5516,25.34304,03,05,27.25|261.75,05|03|27.25|261.75
5517,24.81523,03,05,27.25|277.75,05|03|27.25|277.75
5518,24.758625,03,05,27.25|279.75,05|03|27.25|279.75
5519,24.715233,03,05,29.25|259.75,05|03|29.25|259.75
5520,23.365297,03,05,29.25|261.75,05|03|29.25|261.75
5521,22.906013,03,05,29.25|263.75,05|03|29.25|263.75
5522,22.875761,03,05,29.25|277.75,05|03|29.25|277.75
5523,18.49554,03,05,31.25|255.75,05|03|31.25|255.75
5524,20.600506,03,05,31.25|257.75,05|03|31.25|257.75
5525,20.211285,03,05,31.25|259.75,05|03|31.25|259.75
5526,20.050526,03,05,31.25|261.75,05|03|31.25|261.75
5527,20.570807,03,05,31.25|263.75,05|03|31.25|263.75
5528,20.960278,03,05,31.25|265.75,05|03|31.25|265.75
5529,21.01013,03,05,31.25|267.75,05|03|31.25|267.75
5530,20.80294,03,05,31.25|269.75,05|03|31.25|269.75
5531,21.022276,03,05,31.25|271.75,05|03|31.25|271.75
5532,21.276312,03,05,31.25|273.75,05|03|31.25|273.75
5533,21.766804,03,05,31.25|275.75,05|03|31.25|275.75
5534,22.302887,03,05,31.25|277.75,05|03|31.25|277.75
5535,20.219465,03,05,33.25|243.75,05|03|33.25|243.75
5536,24.056877,03,05,33.25|245.75,05|03|33.25|245.75
5537,25.041702,03,05,33.25|247.75,05|03|33.25|247.75
5538,19.64392,03,05,33.25|249.75,05|03|33.25|249.75
5539,11.151274,03,05,33.25|251.75,05|03|33.25|251.75
5540,17.433584,03,05,33.25|253.75,05|03|33.25|253.75
5541,18.467976,03,05,33.25|255.75,05|03|33.25|255.75
5542,17.805428,03,05,33.25|257.75,05|03|33.25|257.75
5543,18.930777,03,05,33.25|259.75,05|03|33.25|259.75
5544,18.685522,03,05,33.25|261.75,05|03|33.25|261.75
5545,18.657803,03,05,33.25|263.75,05|03|33.25|263.75
5546,18.753471,03,05,33.25|265.75,05|03|33.25|265.75
5547,19.126144,03,05,33.25|267.75,05|03|33.25|267.75
5548,19.787197,03,05,33.25|269.75,05|03|33.25|269.75
5549,19.676018,03,05,33.25|271.75,05|03|33.25|271.75
5550,19.400616,03,05,33.25|273.75,05|03|33.25|273.75
5551,19.113855,03,05,33.25|275.75,05|03|33.25|275.75
5552,19.975195,03,05,33.25|277.75,05|03|33.25|277.75
5553,20.837877,03,05,33.25|279.75,05|03|33.25|279.75
5554,15.048345,03,05,35.25|239.75,05|03|35.25|239.75
5555,16.154593,03,05,35.25|241.75,05|03|35.25|241.75
5556,23.815063,03,05,35.25|243.75,05|03|35.25|243.75
5557,19.678907,03,05,35.25|245.75,05|03|35.25|245.75
5558,11.455293,03,05,35.25|247.75,05|03|35.25|247.75
5559,13.221751,03,05,35.25|249.75,05|03|35.25|249.75
5560,8.735355,03,05,35.25|251.75,05|03|35.25|251.75
5561,12.857333,03,05,35.25|253.75,05|03|35.25|253.75
5562,15.083889,03,05,35.25|255.75,05|03|35.25|255.75
5563,14.848848,03,05,35.25|257.75,05|03|35.25|257.75
5564,16.331831,03,05,35.25|259.75,05|03|35.25|259.75
5565,17.055891,03,05,35.25|261.75,05|03|35.25|261.75
5566,17.052214,03,05,35.25|263.75,05|03|35.25|263.75
5567,17.30811,03,05,35.25|265.75,05|03|35.25|265.75
5568,17.537376,03,05,35.25|267.75,05|03|35.25|267.75
5569,18.69178,03,05,35.25|269.75,05|03|35.25|269.75
5570,17.410273,03,05,35.25|271.75,05|03|35.25|271.75
5571,17.49387,03,05,35.25|273.75,05|03|35.25|273.75
5572,16.903212,03,05,35.25|275.75,05|03|35.25|275.75
5573,17.574762,03,05,35.25|277.75,05|03|35.25|277.75
5574,18.756191,03,05,35.25|279.75,05|03|35.25|279.75
5575,19.710604,03,05,35.25|281.75,05|03|35.25|281.75
5576,19.366734,03,05,37.25|239.75,05|03|37.25|239.75
5577,11.917328,03,05,37.25|241.75,05|03|37.25|241.75
5578,14.05006,03,05,37.25|243.75,05|03|37.25|243.75
5579,16.156607,03,05,37.25|245.75,05|03|37.25|245.75
5580,11.080223,03,05,37.25|247.75,05|03|37.25|247.75
5581,14.447697,03,05,37.25|249.75,05|03|37.25|249.75
5582,8.289373,03,05,37.25|251.75,05|03|37.25|251.75
5583,4.3318505,03,05,37.25|253.75,05|03|37.25|253.75
5584,11.371897,03,05,37.25|255.75,05|03|37.25|255.75
5585,13.56659,03,05,37.25|257.75,05|03|37.25|257.75
5586,14.54546,03,05,37.25|259.75,05|03|37.25|259.75
5587,16.095848,03,05,37.25|261.75,05|03|37.25|261.75
5588,16.031908,03,05,37.25|263.75,05|03|37.25|263.75
5589,15.607819,03,05,37.25|265.75,05|03|37.25|265.75
5590,15.046415,03,05,37.25|267.75,05|03|37.25|267.75
5591,15.409275,03,05,37.25|269.75,05|03|37.25|269.75
5592,16.071913,03,05,37.25|271.75,05|03|37.25|271.75
5593,16.111816,03,05,37.25|273.75,05|03|37.25|273.75
5594,15.907033,03,05,37.25|275.75,05|03|37.25|275.75
5595,15.61331,03,05,37.25|277.75,05|03|37.25|277.75
5596,15.095243,03,05,37.25|279.75,05|03|37.25|279.75
5597,18.064384,03,05,37.25|281.75,05|03|37.25|281.75
5598,17.760118,03,05,39.25|237.75,05|03|39.25|237.75
5599,7.7179346,03,05,39.25|239.75,05|03|39.25|239.75
5600,13.383921,03,05,39.25|241.75,05|03|39.25|241.75
5601,9.429135,03,05,39.25|243.75,05|03|39.25|243.75
5602,10.08216,03,05,39.25|245.75,05|03|39.25|245.75
5603,11.575473,03,05,39.25|247.75,05|03|39.25|247.75
5604,13.151725,03,05,39.25|249.75,05|03|39.25|249.75
5605,9.982316,03,05,39.25|251.75,05|03|39.25|251.75
5606,2.0518684,03,05,39.25|253.75,05|03|39.25|253.75
5607,9.627511,03,05,39.25|255.75,05|03|39.25|255.75
5608,11.481911,03,05,39.25|257.75,05|03|39.25|257.75
5609,12.647604,03,05,39.25|259.75,05|03|39.25|259.75
5610,14.133875,03,05,39.25|261.75,05|03|39.25|261.75
5611,14.942923,03,05,39.25|263.75,05|03|39.25|263.75
5612,14.681805,03,05,39.25|265.75,05|03|39.25|265.75
5613,14.55622,03,05,39.25|267.75,05|03|39.25|267.75
5614,14.948099,03,05,39.25|269.75,05|03|39.25|269.75
5615,14.552155,03,05,39.25|271.75,05|03|39.25|271.75
5616,14.550633,03,05,39.25|273.75,05|03|39.25|273.75
5617,14.599856,03,05,39.25|275.75,05|03|39.25|275.75
5618,14.787118,03,05,39.25|277.75,05|03|39.25|277.75
5619,14.392557,03,05,39.25|279.75,05|03|39.25|279.75
5620,15.529819,03,05,39.25|281.75,05|03|39.25|281.75
5621,16.181667,03,05,39.25|283.75,05|03|39.25|283.75
5622,10.362025,03,05,41.25|237.75,05|03|41.25|237.75
5623,9.198085,03,05,41.25|239.75,05|03|41.25|239.75
5624,11.776413,03,05,41.25|241.75,05|03|41.25|241.75
5625,8.469163,03,05,41.25|243.75,05|03|41.25|243.75
5626,10.665493,03,05,41.25|245.75,05|03|41.25|245.75
5627,13.734001,03,05,41.25|247.75,05|03|41.25|247.75
5628,6.9615583,03,05,41.25|249.75,05|03|41.25|249.75
5629,7.8121643,03,05,41.25|251.75,05|03|41.25|251.75
5630,3.323317,03,05,41.25|253.75,05|03|41.25|253.75
5631,9.231285,03,05,41.25|255.75,05|03|41.25|255.75
5632,11.032667,03,05,41.25|257.75,05|03|41.25|257.75
5633,10.944086,03,05,41.25|259.75,05|03|41.25|259.75
5634,12.051867,03,05,41.25|261.75,05|03|41.25|261.75
5635,13.252479,03,05,41.25|263.75,05|03|41.25|263.75
5636,13.064821,03,05,41.25|265.75,05|03|41.25|265.75
5637,13.304496,03,05,41.25|267.75,05|03|41.25|267.75
5638,13.008673,03,05,41.25|269.75,05|03|41.25|269.75
5639,13.4016,03,05,41.25|271.75,05|03|41.25|271.75
5640,12.995966,03,05,41.25|273.75,05|03|41.25|273.75
5641,13.66033,03,05,41.25|275.75,05|03|41.25|275.75
5642,12.905797,03,05,41.25|277.75,05|03|41.25|277.75
5643,12.9677925,03,05,41.25|279.75,05|03|41.25|279.75
5644,12.252163,03,05,41.25|281.75,05|03|41.25|281.75
5645,13.000153,03,05,41.25|283.75,05|03|41.25|283.75
5646,13.15673,03,05,41.25|285.75,05|03|41.25|285.75
5647,12.659603,03,05,41.25|287.75,05|03|41.25|287.75
5648,6.6662893,03,05,43.25|237.75,05|03|43.25|237.75
5649,8.403678,03,05,43.25|239.75,05|03|43.25|239.75
5650,9.093983,03,05,43.25|241.75,05|03|43.25|241.75
5651,13.282875,03,05,43.25|243.75,05|03|43.25|243.75
5652,10.055284,03,05,43.25|245.75,05|03|43.25|245.75
5653,9.993376,03,05,43.25|247.75,05|03|43.25|247.75
5654,3.6302722,03,05,43.25|249.75,05|03|43.25|249.75
5655,10.928505,03,05,43.25|251.75,05|03|43.25|251.75
5656,9.130589,03,05,43.25|253.75,05|03|43.25|253.75
5657,10.410148,03,05,43.25|255.75,05|03|43.25|255.75
5658,10.943009,03,05,43.25|257.75,05|03|43.25|257.75
5659,11.702405,03,05,43.25|259.75,05|03|43.25|259.75
5660,12.0026655,03,05,43.25|261.75,05|03|43.25|261.75
5661,11.980387,03,05,43.25|263.75,05|03|43.25|263.75
5662,11.555684,03,05,43.25|265.75,05|03|43.25|265.75
5663,11.577538,03,05,43.25|267.75,05|03|43.25|267.75
5664,11.414231,03,05,43.25|269.75,05|03|43.25|269.75
5665,11.682685,03,05,43.25|271.75,05|03|43.25|271.75
5666,11.232811,03,05,43.25|273.75,05|03|43.25|273.75
5667,12.179466,03,05,43.25|275.75,05|03|43.25|275.75
5668,11.699975,03,05,43.25|281.75,05|03|43.25|281.75
5669,11.953127,03,05,43.25|283.75,05|03|43.25|283.75
5670,9.805799,03,05,43.25|285.75,05|03|43.25|285.75
5671,10.428484,03,05,43.25|287.75,05|03|43.25|287.75
5672,11.46415,03,05,45.25|237.75,05|03|45.25|237.75
5673,10.725107,03,05,45.25|239.75,05|03|45.25|239.75
5674,7.053074,03,05,45.25|241.75,05|03|45.25|241.75
5675,7.196735,03,05,45.25|243.75,05|03|45.25|243.75
5676,8.524288,03,05,45.25|245.75,05|03|45.25|245.75
5677,6.667921,03,05,45.25|247.75,05|03|45.25|247.75
5678,4.465486,03,05,45.25|249.75,05|03|45.25|249.75
5679,10.314661,03,05,45.25|251.75,05|03|45.25|251.75
5680,10.120424,03,05,45.25|253.75,05|03|45.25|253.75
5681,10.227926,03,05,45.25|255.75,05|03|45.25|255.75
5682,10.458852,03,05,45.25|257.75,05|03|45.25|257.75
5683,11.476419,03,05,45.25|259.75,05|03|45.25|259.75
5684,10.918722,03,05,45.25|261.75,05|03|45.25|261.75
5685,10.958065,03,05,45.25|263.75,05|03|45.25|263.75
5686,11.513414,03,05,45.25|265.75,05|03|45.25|265.75
5687,11.303345,03,05,45.25|267.75,05|03|45.25|267.75
5688,9.60839,03,05,45.25|269.75,05|03|45.25|269.75
5689,9.565335,03,05,45.25|271.75,05|03|45.25|271.75
5690,8.510836,03,05,45.25|273.75,05|03|45.25|273.75
5691,9.21919,03,05,45.25|275.75,05|03|45.25|275.75
5692,8.601254,03,05,45.25|289.75,05|03|45.25|289.75
5693,9.816712,03,05,45.25|291.75,05|03|45.25|291.75
5694,11.682081,03,05,47.25|237.75,05|03|47.25|237.75
5695,11.205297,03,05,47.25|239.75,05|03|47.25|239.75
5696,10.7937565,03,05,47.25|241.75,05|03|47.25|241.75
5697,7.9921207,03,05,47.25|243.75,05|03|47.25|243.75
5698,8.969746,03,05,47.25|245.75,05|03|47.25|245.75
5699,8.410205,03,05,47.25|247.75,05|03|47.25|247.75
5700,7.7749863,03,05,47.25|249.75,05|03|47.25|249.75
5701,9.836615,03,05,47.25|251.75,05|03|47.25|251.75
5702,10.678874,03,05,47.25|253.75,05|03|47.25|253.75
5703,10.524633,03,05,47.25|255.75,05|03|47.25|255.75
5704,10.210957,03,05,47.25|257.75,05|03|47.25|257.75
5705,10.006344,03,05,47.25|259.75,05|03|47.25|259.75
5706,9.9804,03,05,47.25|261.75,05|03|47.25|261.75
5707,10.485692,03,05,47.25|263.75,05|03|47.25|263.75
5708,9.033776,03,05,47.25|265.75,05|03|47.25|265.75
5709,7.8897486,03,05,47.25|267.75,05|03|47.25|267.75
5710,8.019867,03,05,47.25|269.75,05|03|47.25|269.75
5711,7.703262,03,05,47.25|271.75,05|03|47.25|271.75
5712,5.288056,03,05,47.25|273.75,05|03|47.25|273.75
5713,28.894201,03,06,27.25|261.75,06|03|27.25|261.75
5714,26.72364,03,06,27.25|277.75,06|03|27.25|277.75
5715,26.719355,03,06,27.25|279.75,06|03|27.25|279.75
5716,29.66071,03,06,29.25|259.75,06|03|29.25|259.75
5717,27.731619,03,06,29.25|261.75,06|03|29.25|261.75
5718,27.14954,03,06,29.25|263.75,06|03|29.25|263.75
5719,26.10642,03,06,29.25|277.75,06|03|29.25|277.75
5720,25.335474,03,06,31.25|255.75,06|03|31.25|255.75
5721,27.540125,03,06,31.25|257.75,06|03|31.25|257.75
5722,26.312218,03,06,31.25|259.75,06|03|31.25|259.75
5723,25.971745,03,06,31.25|261.75,06|03|31.25|261.75
5724,26.620749,03,06,31.25|263.75,06|03|31.25|263.75
5725,26.464018,03,06,31.25|265.75,06|03|31.25|265.75
5726,26.553503,03,06,31.25|267.75,06|03|31.25|267.75
5727,26.05832,03,06,31.25|269.75,06|03|31.25|269.75
5728,25.677525,03,06,31.25|271.75,06|03|31.25|271.75
5729,25.740332,03,06,31.25|273.75,06|03|31.25|273.75
5730,26.23205,03,06,31.25|275.75,06|03|31.25|275.75
5731,26.53083,03,06,31.25|277.75,06|03|31.25|277.75
5732,24.15963,03,06,33.25|243.75,06|03|33.25|243.75
5733,29.002161,03,06,33.25|245.75,06|03|33.25|245.75
5734,30.956642,03,06,33.25|247.75,06|03|33.25|247.75
5735,26.194895,03,06,33.25|249.75,06|03|33.25|249.75
5736,18.647755,03,06,33.25|251.75,06|03|33.25|251.75
5737,25.285885,03,06,33.25|253.75,06|03|33.25|253.75
5738,25.711874,03,06,33.25|255.75,06|03|33.25|255.75
5739,25.308058,03,06,33.25|257.75,06|03|33.25|257.75
5740,26.114029,03,06,33.25|259.75,06|03|33.25|259.75
5741,25.55258,03,06,33.25|261.75,06|03|33.25|261.75
5742,25.735458,03,06,33.25|263.75,06|03|33.25|263.75
5743,25.425932,03,06,33.25|265.75,06|03|33.25|265.75
5744,25.500935,03,06,33.25|267.75,06|03|33.25|267.75
5745,25.697214,03,06,33.25|269.75,06|03|33.25|269.75
5746,25.354147,03,06,33.25|271.75,06|03|33.25|271.75
5747,24.700228,03,06,33.25|273.75,06|03|33.25|273.75
5748,24.464653,03,06,33.25|275.75,06|03|33.25|275.75
5749,24.894855,03,06,33.25|277.75,06|03|33.25|277.75
5750,25.052328,03,06,33.25|279.75,06|03|33.25|279.75
5751,17.114721,03,06,35.25|239.75,06|03|35.25|239.75
5752,21.327066,03,06,35.25|241.75,06|03|35.25|241.75
5753,29.324022,03,06,35.25|243.75,06|03|35.25|243.75
5754,25.971556,03,06,35.25|245.75,06|03|35.25|245.75
5755,17.758625,03,06,35.25|247.75,06|03|35.25|247.75
5756,19.974499,03,06,35.25|249.75,06|03|35.25|249.75
5757,15.929154,03,06,35.25|251.75,06|03|35.25|251.75
5758,20.349512,03,06,35.25|253.75,06|03|35.25|253.75
5759,22.4427,03,06,35.25|255.75,06|03|35.25|255.75
5760,22.422083,03,06,35.25|257.75,06|03|35.25|257.75
5761,23.362682,03,06,35.25|259.75,06|03|35.25|259.75
5762,24.13812,03,06,35.25|261.75,06|03|35.25|261.75
5763,23.783644,03,06,35.25|263.75,06|03|35.25|263.75
5764,24.445595,03,06,35.25|265.75,06|03|35.25|265.75
5765,24.040699,03,06,35.25|267.75,06|03|35.25|267.75
5766,25.24576,03,06,35.25|269.75,06|03|35.25|269.75
5767,23.211626,03,06,35.25|271.75,06|03|35.25|271.75
5768,23.098406,03,06,35.25|273.75,06|03|35.25|273.75
5769,21.709066,03,06,35.25|275.75,06|03|35.25|275.75
5770,22.443346,03,06,35.25|277.75,06|03|35.25|277.75
5771,22.876951,03,06,35.25|279.75,06|03|35.25|279.75
5772,23.995539,03,06,35.25|281.75,06|03|35.25|281.75
5773,23.079592,03,06,37.25|239.75,06|03|37.25|239.75
5774,17.330534,03,06,37.25|241.75,06|03|37.25|241.75
5775,19.871828,03,06,37.25|243.75,06|03|37.25|243.75
5776,22.24473,03,06,37.25|245.75,06|03|37.25|245.75
5777,17.432985,03,06,37.25|247.75,06|03|37.25|247.75
5778,21.957542,03,06,37.25|249.75,06|03|37.25|249.75
5779,15.379651,03,06,37.25|251.75,06|03|37.25|251.75
5780,11.000746,03,06,37.25|253.75,06|03|37.25|253.75
5781,18.426338,03,06,37.25|255.75,06|03|37.25|255.75
5782,21.067785,03,06,37.25|257.75,06|03|37.25|257.75
5783,21.341234,03,06,37.25|259.75,06|03|37.25|259.75
5784,22.858633,03,06,37.25|261.75,06|03|37.25|261.75
5785,21.941874,03,06,37.25|263.75,06|03|37.25|263.75
5786,21.72557,03,06,37.25|265.75,06|03|37.25|265.75
5787,20.230284,03,06,37.25|267.75,06|03|37.25|267.75
5788,21.003967,03,06,37.25|269.75,06|03|37.25|269.75
5789,22.070711,03,06,37.25|271.75,06|03|37.25|271.75
5790,21.767096,03,06,37.25|273.75,06|03|37.25|273.75
5791,20.962431,03,06,37.25|275.75,06|03|37.25|275.75
5792,20.011984,03,06,37.25|277.75,06|03|37.25|277.75
5793,18.762915,03,06,37.25|279.75,06|03|37.25|279.75
5794,21.60723,03,06,37.25|281.75,06|03|37.25|281.75
5795,21.249178,03,06,39.25|237.75,06|03|39.25|237.75
5796,12.416227,03,06,39.25|239.75,06|03|39.25|239.75
5797,18.621061,03,06,39.25|241.75,06|03|39.25|241.75
5798,14.850097,03,06,39.25|243.75,06|03|39.25|243.75
5799,15.961777,03,06,39.25|245.75,06|03|39.25|245.75
5800,18.247858,03,06,39.25|247.75,06|03|39.25|247.75
5801,19.149107,03,06,39.25|249.75,06|03|39.25|249.75
5802,16.867437,03,06,39.25|251.75,06|03|39.25|251.75
5803,8.2401285,03,06,39.25|253.75,06|03|39.25|253.75
5804,16.35395,03,06,39.25|255.75,06|03|39.25|255.75
5805,18.620033,03,06,39.25|257.75,06|03|39.25|257.75
5806,19.817862,03,06,39.25|259.75,06|03|39.25|259.75
5807,20.521814,03,06,39.25|261.75,06|03|39.25|261.75
5808,20.626925,03,06,39.25|263.75,06|03|39.25|263.75
5809,20.619444,03,06,39.25|265.75,06|03|39.25|265.75
5810,19.766853,03,06,39.25|267.75,06|03|39.25|267.75
5811,20.387384,03,06,39.25|269.75,06|03|39.25|269.75
5812,19.954214,03,06,39.25|271.75,06|03|39.25|271.75
5813,19.520487,03,06,39.25|273.75,06|03|39.25|273.75
5814,19.536417,03,06,39.25|275.75,06|03|39.25|275.75
5815,18.900177,03,06,39.25|277.75,06|03|39.25|277.75
5816,17.733501,03,06,39.25|279.75,06|03|39.25|279.75
5817,18.393585,03,06,39.25|281.75,06|03|39.25|281.75
5818,19.79128,03,06,39.25|283.75,06|03|39.25|283.75
5819,14.165934,03,06,41.25|237.75,06|03|41.25|237.75
5820,13.561878,03,06,41.25|239.75,06|03|41.25|239.75
5821,16.569286,03,06,41.25|241.75,06|03|41.25|241.75
5822,13.515659,03,06,41.25|243.75,06|03|41.25|243.75
5823,16.297533,03,06,41.25|245.75,06|03|41.25|245.75
5824,19.579964,03,06,41.25|247.75,06|03|41.25|247.75
5825,12.847722,03,06,41.25|249.75,06|03|41.25|249.75
5826,14.202302,03,06,41.25|251.75,06|03|41.25|251.75
5827,9.241392,03,06,41.25|253.75,06|03|41.25|253.75
